idmng,hh_trimestre,superviseur,dr,cons,num_men,statut,tirage,ech_adresse,nb_eligible,completude_menage
1122020200430003103,2025T1,SP0110,112202020043,00031,03,COMPLET,Tiré,YGOUBA ANNE,,ménage et individus complet
1122010300180002601,2025T1,SP0110,112201030018,00026,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1122020200430003003,2025T1,SP0110,112202020043,00030,03,COMPLET,Tiré,LOGEMENT EN FACE,,ménage et individus complet
1122010300180000301,2025T1,SP0110,112201030018,00003,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1122010300180000403,2025T1,SP0110,112201030018,00004,03,COMPLET,Tiré,AOURE,,ménage et individus complet
1112020100040004301,2025T1,SP0110,111202010004,00043,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1112020100040001601,2025T1,SP0110,111202010004,00016,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122010300180001201,2025T1,SP0110,112201030018,00012,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1112020100040002801,2025T1,SP0110,111202010004,00028,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122010300180001801,2025T1,SP0110,112201030018,00018,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1112020100040003001,2025T1,SP0110,111202010004,00030,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122020200430002901,2025T1,SP0110,112202020043,00029,01,COMPLET,Tiré,Dow bouly lewe,,ménage et individus complet
1122010300180000101,2025T1,SP0110,112201030018,00001,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1122020200430002602,2025T1,SP0110,112202020043,00026,02,COMPLET,Tiré,LOGEMENT,,ménage et individus complet
1122020200430003603,2025T1,SP0110,112202020043,00036,03,COMPLET,Tiré,LOGEMENT,,ménage et individus complet
1122010300180003303,2025T1,SP0110,112201030018,00033,03,COMPLET,Tiré,AOURE,,ménage et individus complet
1112020100040004101,2025T1,SP0110,111202010004,00041,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122020200430002001,2025T1,SP0110,112202020043,00020,01,COMPLET,Tiré,LEWE DAMGA,,ménage et individus complet
1122020200430001203,2025T1,SP0110,112202020043,00012,03,COMPLET,Tiré,lewe damga,,ménage et individus complet
1122020200430002201,2025T1,SP0110,112202020043,00022,01,COMPLET,Tiré,LEWE DAMGA,,ménage et individus complet
1122020200430003505,2025T1,SP0110,112202020043,00035,05,COMPLET,Tiré,Dow bouly lewe,,ménage et individus complet
1122020200430001402,2025T1,SP0110,112202020043,00014,02,COMPLET,Tiré,LEWE DAMGA,,ménage et individus complet
1122010300180000702,2025T1,SP0110,112201030018,00007,02,COMPLET,Tiré,AOURE,,ménage et individus complet
1122020200430000401,2025T1,SP0110,112202020043,00004,01,COMPLET,Tiré,lewe damga,,ménage et individus complet
1112020100040002001,2025T1,SP0110,111202010004,00020,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1112020100040004601,2025T1,SP0110,111202010004,00046,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1112020100040003301,2025T1,SP0110,111202010004,00033,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122020200430003305,2025T1,SP0110,112202020043,00033,05,COMPLET,Tiré,Dow bouly lewe,,ménage et individus complet
1112020100040000401,2025T1,SP0110,111202010004,00004,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122020200430000701,2025T1,SP0110,112202020043,00007,01,COMPLET,Tiré,LOGEMENT,,ménage et individus complet
1122010300180001601,2025T1,SP0110,112201030018,00016,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1122010300180001101,2025T1,SP0110,112201030018,00011,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1112020100040000101,2025T1,SP0110,111202010004,00001,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122020200430003311,2025T1,SP0110,112202020043,00033,11,COMPLET,Tiré,LOGEMENT,,ménage et individus complet
1112020100040000901,2025T1,SP0110,111202010004,00009,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122020200430001802,2025T1,SP0110,112202020043,00018,02,COMPLET,Tiré,LOGEMENT,,ménage et individus complet
1122020200430001701,2025T1,SP0110,112202020043,00017,01,COMPLET,Tiré,lewe Damga,,ménage et individus complet
1112020100040003801,2025T1,SP0110,111202010004,00038,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122020200430003501,2025T1,SP0110,112202020043,00035,01,COMPLET,Tiré,DOW BOULY LEWE,,ménage et individus complet
1112020100040004701,2025T1,SP0110,111202010004,00047,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1112020100040001101,2025T1,SP0110,111202010004,00011,01,COMPLET,Tiré,GAOL,,ménage et individus complet
1122010300180002101,2025T1,SP0110,112201030018,00021,01,COMPLET,Tiré,AOURE,,ménage et individus complet
1122020200430003302,2025T1,SP0110,112202020043,00033,02,COMPLET,Tiré,DOW BOULI LEWE,,ménage et individus complet
1112020100040004902,2025T1,SP0110,111202010004,00049,02,COMPLET,Tiré,GAOL,,ménage et individus complet
0422040500020002601,2025T1,SP0111,042204050002,00026,01,COMPLET,Tiré,NGAIDEMBE,,ménage et individus complet
0422020100320005001,2025T1,SP0111,042202010032,00050,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320002301,2025T1,SP0111,042202010032,00023,01,COMPLET,Tiré,KARAWYNDOU,,ménage et individus complet
0422040500020005804,2025T1,SP0111,042204050002,00058,04,COMPLET,Tiré,SOUBALO,,ménage et individus complet
0422020100320006001,2025T1,SP0111,042202010032,00060,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320005801,2025T1,SP0111,042202010032,00058,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320003801,2025T1,SP0111,042202010032,00038,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422040500020002101,2025T1,SP0111,042204050002,00021,01,COMPLET,Tiré,NGAIDEMBE,,ménage et individus complet
0422040500020001001,2025T1,SP0111,042204050002,00010,01,COMPLET,Remplaçant,NGAIDEMBE,,ménage et individus complet
0422020100320006701,2025T1,SP0111,042202010032,00067,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320005901,2025T1,SP0111,042202010032,00059,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320003503,2025T1,SP0111,042202010032,00035,03,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320001201,2025T1,SP0111,042202010032,00012,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422040500020006402,2025T1,SP0111,042204050002,00064,02,COMPLET,Tiré,NGAIDEMBE,,ménage et individus complet
0422020100320000601,2025T1,SP0111,042202010032,00006,01,COMPLET,Tiré,kara woydou,,ménage et individus complet
0422040500020004501,2025T1,SP0111,042204050002,00045,01,COMPLET,Tiré,SOUBALO,,ménage et individus complet
0422040500020001302,2025T1,SP0111,042204050002,00013,02,COMPLET,Tiré,NGAIDEMBE,,ménage et individus complet
0422040500020004001,2025T1,SP0111,042204050002,00040,01,COMPLET,Tiré,SOUBALO,,ménage et individus complet
0422020100320007001,2025T1,SP0111,042202010032,00070,01,COMPLET,Tiré,KARAWYNDOU,,ménage et individus complet
0422020100320006401,2025T1,SP0111,042202010032,00064,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422040500020006104,2025T1,SP0111,042204050002,00061,04,COMPLET,Tiré,SOUBALO,,ménage et individus complet
0422020100320003204,2025T1,SP0111,042202010032,00032,04,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422040500020006301,2025T1,SP0111,042204050002,00063,01,COMPLET,Tiré,SOUBALO,,ménage et individus complet
0422040500020003601,2025T1,SP0111,042204050002,00036,01,COMPLET,Tiré,SOUBALO,,ménage et individus complet
0422040500020001701,2025T1,SP0111,042204050002,00017,01,COMPLET,Tiré,HALEYBE LAMB,,ménage et individus complet
0422020100320001701,2025T1,SP0111,042202010032,00017,01,COMPLET,Tiré,kara woydou,,ménage et individus complet
0422020100320004101,2025T1,SP0111,042202010032,00041,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320008001,2025T1,SP0111,042202010032,00080,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320004701,2025T1,SP0111,042202010032,00047,01,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422020100320002602,2025T1,SP0111,042202010032,00026,02,COMPLET,Tiré,KARAWOYNDOU,,ménage et individus complet
0422040500020005201,2025T1,SP0111,042204050002,00052,01,PARTIEL,Tiré,SOUBALO,,
0332020509430002201,2025T1,SP0103,033202050943,00022,01,COMPLET,Tiré,Keur niang,,ménage et individus complet
0332020509430005001,2025T1,SP0103,033202050943,00050,01,COMPLET,Tiré,keur niang,,ménage et individus complet
0332020509430006801,2025T1,SP0103,033202050943,00068,01,PARTIEL,Tiré,KEUR NIANG,,
0332020506050000501,2025T1,SP0103,033202050605,00005,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020509430002901,2025T1,SP0103,033202050943,00029,01,COMPLET,Remplaçant,KEUR NIANG,,ménage et individus complet
0332020509430007401,2025T1,SP0103,033202050943,00074,01,COMPLET,Tiré,KEUR NIANG,,ménage et individus complet
0332020509430004501,2025T1,SP0103,033202050943,00045,01,COMPLET,Tiré,keur niang,,ménage et individus complet
0332020509430000201,2025T1,SP0103,033202050943,00002,01,COMPLET,Tiré,keur niang,,ménage et individus complet
0332020509430008501,2025T1,SP0103,033202050943,00085,01,COMPLET,Remplaçant,KEUR NIANG,,ménage et individus complet
0332020509430003401,2025T1,SP0103,033202050943,00034,01,COMPLET,Tiré,keur niang,,ménage et individus complet
0332020509430001601,2025T1,SP0103,033202050943,00016,01,COMPLET,Tiré,keur niang,,ménage et individus complet
0332020506050011001,2025T1,SP0103,033202050605,00110,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050002401,2025T1,SP0103,033202050605,00024,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050012301,2025T1,SP0103,033202050605,00123,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050005201,2025T1,SP0103,033202050605,00052,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020509430006101,2025T1,SP0103,033202050943,00061,01,PARTIEL,Tiré,KEUR NIANG,,
0332020509430003901,2025T1,SP0103,033202050943,00039,01,COMPLET,Tiré,keur niang,,ménage et individus complet
0332020506050001501,2025T1,SP0103,033202050605,00015,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050009901,2025T1,SP0103,033202050605,00099,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050013201,2025T1,SP0103,033202050605,00132,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020509430000901,2025T1,SP0103,033202050943,00009,01,COMPLET,Tiré,keur niang,,ménage et individus complet
0332020506050007101,2025T1,SP0103,033202050605,00071,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050004101,2025T1,SP0103,033202050605,00041,01,COMPLET,Remplaçant,NASROU LAHI,,ménage et individus complet
0332020506050003301,2025T1,SP0103,033202050605,00033,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050006001,2025T1,SP0103,033202050605,00060,01,COMPLET,Tiré,NASROU LAHI,,ménage et individus complet
0332020506050008101,2025T1,SP0103,033202050605,00081,01,Affecté,Tiré,NASROU LAHI,,
0332020509430007901,2025T1,SP0103,033202050943,00079,01,COMPLET,Tiré,Keur Niang,,ménage et individus complet
1222020200380002901,2025T1,SP0105,122202020038,00029,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380001602,2025T1,SP0105,122202020038,00016,02,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1231010000040005702,2025T1,SP0105,123101000004,00057,02,COMPLET,Tiré,ESCALE,,ménage et individus complet
1231010000040001803,2025T1,SP0105,123101000004,00018,03,COMPLET,Tiré,ESCALE,,ménage et individus complet
1231010000040006602,2025T1,SP0105,123101000004,00066,02,COMPLET,Tiré,ESCALE,,ménage et individus complet
1222020200380002501,2025T1,SP0105,122202020038,00025,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380001101,2025T1,SP0105,122202020038,00011,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380001301,2025T1,SP0105,122202020038,00013,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1231010000050017003,2025T1,SP0105,123101000005,00170,03,COMPLET,Tiré,Diamaguene,,ménage et individus complet
1231010000040011101,2025T1,SP0105,123101000004,00111,01,COMPLET,Tiré,ESCALE,,ménage et individus complet
1222020200380003403,2025T1,SP0105,122202020038,00034,03,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380000101,2025T1,SP0105,122202020038,00001,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380003802,2025T1,SP0105,122202020038,00038,02,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1231010000040003002,2025T1,SP0105,123101000004,00030,02,COMPLET,Tiré,ESCALE,,ménage et individus complet
1222020200380003401,2025T1,SP0105,122202020038,00034,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1231010000040006402,2025T1,SP0105,123101000004,00064,02,COMPLET,Tiré,ESCALE,,ménage et individus complet
1231010000040001205,2025T1,SP0105,123101000004,00012,05,COMPLET,Tiré,ESCALE,,ménage et individus complet
1222020200380000701,2025T1,SP0105,122202020038,00007,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380000501,2025T1,SP0105,122202020038,00005,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1231010000040009304,2025T1,SP0105,123101000004,00093,04,COMPLET,Tiré,ESCALE,,ménage et individus complet
1222020200380000602,2025T1,SP0105,122202020038,00006,02,COMPLET,Tiré,DANS LA CONCESSION,,ménage et individus complet
1231010000050003001,2025T1,SP0105,123101000005,00030,01,COMPLET,Tiré,ESCAL,,ménage et individus complet
1231010000040008301,2025T1,SP0105,123101000004,00083,01,COMPLET,Tiré,ESCALE,,ménage et individus complet
1222020200380001701,2025T1,SP0105,122202020038,00017,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380001605,2025T1,SP0105,122202020038,00016,05,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380000401,2025T1,SP0105,122202020038,00004,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1231010000040005003,2025T1,SP0105,123101000004,00050,03,COMPLET,Tiré,ESCALE,,ménage et individus complet
1222020200380003101,2025T1,SP0105,122202020038,00031,01,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1222020200380002701,2025T1,SP0105,122202020038,00027,01,COMPLET,Tiré,GOUYE,,ménage et individus complet
1231010000050003701,2025T1,SP0105,123101000005,00037,01,COMPLET,Tiré,ESCAL,,ménage et individus complet
1222020200380003702,2025T1,SP0105,122202020038,00037,02,COMPLET,Tiré,NGOUYE,,ménage et individus complet
1231010000040010301,2025T1,SP0105,123101000004,00103,01,COMPLET,Tiré,ESCALE,,ménage et individus complet
1231010000040000701,2025T1,SP0105,123101000004,00007,01,COMPLET,Tiré,ESCALE,,ménage et individus complet
0133011100280008401,2025T1,SP0102,013301110028,00084,01,COMPLET,Tiré,UPT25d015ba-e877-4d4a-a461-66b4d81c492a,,ménage et individus complet
0123012300500002908,2025T1,SP0102,012301230050,00029,08,COMPLET,Tiré,2em etage,,ménage et individus complet
0133011200870002801,2025T1,SP0102,013301120087,00028,01,COMPLET,Tiré,ARARAT CAMP MARCHAND,,ménage et individus complet
0133011200870003702,2025T1,SP0102,013301120087,00037,02,COMPLET,Tiré,ARAFAT 2 CAMP MARCHAND,,ménage et individus complet
0123013301310003606,2025T1,SP0102,012301330131,00036,06,Non affecté,Remplaçant,1ER ETAGE A DROITE  UPTdca9f6e1-5ff6-4b60-99c0-a93ce42dc583,,
0133011200870001201,2025T1,SP0102,013301120087,00012,01,COMPLET,Tiré,ARAFAT CAMP MARCHAND,,ménage et individus complet
0152010200860005201,2025T1,SP0102,015201020086,00052,01,COMPLET,Tiré,AFIA5,,ménage et individus complet
0123012300500002502,2025T1,SP0102,012301230050,00025,02,COMPLET,Tiré,2etage,,ménage et individus complet
0133011200850009802,2025T1,SP0102,013301120085,00098,02,COMPLET,Tiré,ARAFATIIl,,ménage et individus complet
0133011100280012204,2025T1,SP0102,013301110028,00122,04,COMPLET,Tiré,Darourakhmane A LENTREE A GAUCHE,,ménage et individus complet
0123012300500002108,2025T1,SP0102,012301230050,00021,08,COMPLET,Tiré,PREMIÈRE ÉTAGE À DROITE,,ménage et individus complet
0133011100280002801,2025T1,SP0102,013301110028,00028,01,COMPLET,Tiré,DAROURAHMANE AYNOUMAUPT7af0536a-b5e1-4b6b-853a-ffa945e008a1,,ménage et individus complet
0133011100280012202,2025T1,SP0102,013301110028,00122,02,COMPLET,Tiré,Darourakhmane Nord Ouest Dans la boutique,,ménage et individus complet
0123012300500003402,2025T1,SP0102,012301230050,00034,02,COMPLET,Tiré,RC,,ménage et individus complet
0133011100280000601,2025T1,SP0102,013301110028,00006,01,COMPLET,Tiré,DAROURAHMANE AYNOUMAUPT3eb70f6b-effd-48a8-9b74-8868001a9181,,ménage et individus complet
0133011200850003402,2025T1,SP0102,013301120085,00034,02,COMPLET,Tiré,ARAFAT IV AU REZ-DE-CHAUSSÉE A GAUCHE,,ménage et individus complet
0133011200850007910,2025T1,SP0102,013301120085,00079,10,COMPLET,Tiré,ARAFAt lll,,ménage et individus complet
0152010200900000603,2025T1,SP0102,015201020090,00006,03,COMPLET,Tiré,NIMZAAT             UPT8429a196-94d8-4d86-b1cc-84444db9df6a,,ménage et individus complet
0123012300500001307,2025T1,SP0102,012301230050,00013,07,COMPLET,Tiré,TROISIÈME À DROITE,,ménage et individus complet
0152010200860001703,2025T1,SP0102,015201020086,00017,03,COMPLET,Tiré,AFIA5,,ménage et individus complet
0123012300500003802,2025T1,SP0102,012301230050,00038,02,COMPLET,Tiré,APP À GAUCHE PREMIÈRE ÉTAGE,,ménage et individus complet
0152010200900005201,2025T1,SP0102,015201020090,00052,01,COMPLET,Tiré,YEUMBEUL,,ménage et individus complet
0152010200900000202,2025T1,SP0102,015201020090,00002,02,COMPLET,Tiré,A DROITE 2 UEME CHAMUPTa3343782-8dd4-4ccf-ac62-45826624a870,,ménage et individus complet
0133011100280003301,2025T1,SP0102,013301110028,00033,01,COMPLET,Tiré,DAROURAHMANE AYNOUMAUPT8dea5d43-5be3-4cf2-b099-c000fc830838,,ménage et individus complet
0123012300500003304,2025T1,SP0102,012301230050,00033,04,COMPLET,Tiré,RC,,ménage et individus complet
0133011200850000601,2025T1,SP0102,013301120085,00006,01,COMPLET,Tiré,ARAFAT IV CASTOR BATA,,ménage et individus complet
0152010200860005703,2025T1,SP0102,015201020086,00057,03,COMPLET,Tiré,AFIA5,,ménage et individus complet
0123012300500003504,2025T1,SP0102,012301230050,00035,04,COMPLET,Tiré,rdc,,ménage et individus complet
0133011100280009501,2025T1,SP0102,013301110028,00095,01,COMPLET,Tiré,DAROURAHMANE AYNOUMAUPTac2993ce-b68e-458c-bcc6-4fe291fa80cb,,ménage et individus complet
0152010200900001507,2025T1,SP0102,015201020090,00015,07,COMPLET,Tiré,NIMZATT             UPT16a7a657-d6a2-4be7-a818-053352227dd3,,ménage et individus complet
0133011200870004308,2025T1,SP0102,013301120087,00043,08,COMPLET,Tiré,ARARAT CAMP MARCHAND,,ménage et individus complet
0133011200850008106,2025T1,SP0102,013301120085,00081,06,COMPLET,Tiré,CAMP MARCHAN,,ménage et individus complet
0133011100280007301,2025T1,SP0102,013301110028,00073,01,COMPLET,Tiré,DAROURAHMANE AYNOUMAUPT6e47ceff-71ac-435d-ade3-b78f5de198a1,,ménage et individus complet
0133011200850009001,2025T1,SP0102,013301120085,00090,01,COMPLET,Tiré,1 AU REZ-DE-CHAUSSÉE,,ménage et individus complet
0152020200460006901,2025T1,SP0102,015202020046,00069,01,COMPLET,Tiré,MEDINA MALIKA       UPTb2b1e0c6-08af-4cf3-a5c6-753995846a72,,ménage et individus complet
0133011200850006902,2025T1,SP0102,013301120085,00069,02,COMPLET,Tiré,CASTOR BATA,,ménage et individus complet
0152010200860001301,2025T1,SP0102,015201020086,00013,01,COMPLET,Tiré,AFIA5,,ménage et individus complet
0152010200900004103,2025T1,SP0102,015201020090,00041,03,COMPLET,Tiré,RDC A GAUCHE 2 IEME UPTbefeb197-fd59-4f5c-aa8e-e972c9295d81,,ménage et individus complet
0133011100280005901,2025T1,SP0102,013301110028,00059,01,COMPLET,Tiré,UPT6bf03acd-cbbf-4e4d-ac21-6dd847def0d3,,ménage et individus complet
0133011200850005412,2025T1,SP0102,013301120085,00054,12,COMPLET,Tiré,CITE ENSEIGNANT,,ménage et individus complet
0152010200860000801,2025T1,SP0102,015201020086,00008,01,COMPLET,Tiré,AFIA5,,ménage et individus complet
0133011200850005001,2025T1,SP0102,013301120085,00050,01,COMPLET,Tiré,ARAFAT,,ménage et individus complet
0152010200860007402,2025T1,SP0102,015201020086,00074,02,COMPLET,Tiré,AFIA5,,ménage et individus complet
0152010200860007901,2025T1,SP0102,015201020086,00079,01,COMPLET,Tiré,AFIA5,,ménage et individus complet
0133011200870003101,2025T1,SP0102,013301120087,00031,01,COMPLET,Tiré,ARAFAT CAMP MARCHAND,,ménage et individus complet
0133011200850005901,2025T1,SP0102,013301120085,00059,01,COMPLET,Tiré,CASTOR BATA,,ménage et individus complet
0133011100280003701,2025T1,SP0102,013301110028,00037,01,COMPLET,Tiré,XXXXX Supprimer : coUPT53feccaf-c69e-427e-b138-4540147195da,,ménage et individus complet
0133011200850001302,2025T1,SP0102,013301120085,00013,02,COMPLET,Tiré,ARAFAT IV CASTORS BATA,,ménage et individus complet
0133011200870000807,2025T1,SP0102,013301120087,00008,07,COMPLET,Tiré,ARAFAT CAMP MARCHAND,,ménage et individus complet
0133011100280011002,2025T1,SP0102,013301110028,00110,02,COMPLET,Tiré,Darourakhmane a l'entrée,,ménage et individus complet
0133011200870000104,2025T1,SP0102,013301120087,00001,04,COMPLET,Tiré,ARAFAT CAMP MARCHAND,,ménage et individus complet
0152010101170006501,2025T1,SP0102,015201010117,00065,01,COMPLET,Tiré,rdc,,ménage et individus complet
0152010200860006701,2025T1,SP0102,015201020086,00067,01,COMPLET,Tiré,AFIA5,,ménage et individus complet
0123012300500002111,2025T1,SP0102,012301230050,00021,11,COMPLET,Tiré,PREMIÈRE ETAGE À DROITE,,ménage et individus complet
0123012300500002101,2025T1,SP0102,012301230050,00021,01,COMPLET,Tiré,DEUXIÈME ÉTAGE,,ménage et individus complet
0133011200850002202,2025T1,SP0102,013301120085,00022,02,COMPLET,Tiré,ARAFAT IV CASTOR BATA,,ménage et individus complet
0123012300500002401,2025T1,SP0102,012301230050,00024,01,COMPLET,Tiré,TTE LA MAISON,,ménage et individus complet
0152010200860000302,2025T1,SP0102,015201020086,00003,02,COMPLET,Tiré,AFIA5,,ménage et individus complet
0152010200900005001,2025T1,SP0102,015201020090,00050,01,COMPLET,Tiré,TOUT                UPT47cc377a-8277-4cf8-941a-d2af07829182,,ménage et individus complet
0152010200860003801,2025T1,SP0102,015201020086,00038,01,COMPLET,Tiré,AFIA5,,ménage et individus complet
0133011200870000503,2025T1,SP0102,013301120087,00005,03,COMPLET,Tiré,ARARAT CAMP MARCHAND,,ménage et individus complet
0152010200860008401,2025T1,SP0102,015201020086,00084,01,COMPLET,Tiré,AFIA5,,ménage et individus complet
0123012300500000401,2025T1,SP0102,012301230050,00004,01,COMPLET,Tiré,RC,,ménage et individus complet
0152010200860004401,2025T1,SP0102,015201020086,00044,01,COMPLET,Tiré,RAS,,ménage et individus complet
0133011100280009701,2025T1,SP0102,013301110028,00097,01,COMPLET,Tiré,Darourakhmane,,ménage et individus complet
0152010200900001101,2025T1,SP0102,015201020090,00011,01,COMPLET,Tiré,TOUT                UPTe6567ae0-ef0a-44a2-afa3-419f562b46c6,,ménage et individus complet
0123013301310000601,2025T1,SP0102,012301330131,00006,01,COMPLET,Tiré,SICAP DAROUL IMANE  UPT0194f985-3af3-491a-8954-cacd12a47d19,,ménage et individus complet
0123013301310000101,2025T1,SP0102,012301330131,00001,01,COMPLET,Tiré,SICAP DAROUL IMANE  UPT2fa0984d-17b9-4ac9-898a-1be93af1da96,,ménage et individus complet
0123013301310001401,2025T1,SP0102,012301330131,00014,01,PARTIEL,Tiré,SICAP DAROUL IMANE  UPTadec27eb-4973-4cd6-95c8-7916af7ec1ee,,
0123013301310001005,2025T1,SP0102,012301330131,00010,05,COMPLET,Remplaçant,1ER ETAGE           UPT1ecea699-b6b7-45e0-8610-5baa086e9589,,ménage et individus complet
0123013301310004007,2025T1,SP0102,012301330131,00040,07,COMPLET,Remplaçant,RDC                 UPT4ff0400f-fdc6-4fde-8137-47a23dd52f60,,ménage et individus complet
1022030200080000103,2025T1,SP0108,102203020008,00001,03,COMPLET,Tiré,DARSALAM THIERNO,,ménage et individus complet
1022030300010003002,2025T1,SP0108,102203030001,00030,02,COMPLET,Tiré,MEDINA SELLOU,,ménage et individus complet
1022010300440003702,2025T1,SP0108,102201030044,00037,02,COMPLET,Tiré,CHARAP,,ménage et individus complet
1022030300010004301,2025T1,SP0108,102203030001,00043,01,COMPLET,Tiré,NIORO CHERIF,,ménage et individus complet
1022030200080006902,2025T1,SP0108,102203020008,00069,02,COMPLET,Tiré,SANTATO DJIBA,,ménage et individus complet
1022030200080001301,2025T1,SP0108,102203020008,00013,01,COMPLET,Tiré,FOULAMORY DEMBA,,ménage et individus complet
1022030200080005502,2025T1,SP0108,102203020008,00055,02,COMPLET,Tiré,FOULAMORY YERO,,ménage et individus complet
1022010300440002001,2025T1,SP0108,102201030044,00020,01,COMPLET,Tiré,CHARAP,,ménage et individus complet
1022030200080000501,2025T1,SP0108,102203020008,00005,01,COMPLET,Remplaçant,DARSALAM THIERNO,,ménage et individus complet
102201030044N000501,2025T1,SP0108,102201030044,N0005,01,COMPLET,Tiré,CHARAP,,ménage et individus complet
1022030300010003501,2025T1,SP0108,102203030001,00035,01,COMPLET,Tiré,MEDINA SELLOU,,ménage et individus complet
1022030300010006601,2025T1,SP0108,102203030001,00066,01,COMPLET,Tiré,SARE SANKOULE,,ménage et individus complet
1022010300440002301,2025T1,SP0108,102201030044,00023,01,COMPLET,Remplaçant,CHARAP,,ménage et individus complet
1021010000170007901,2025T1,SP0108,102101000017,00079,01,COMPLET,Tiré,SINTHIANG YOULATA,,ménage et individus complet
1022030300010005401,2025T1,SP0108,102203030001,00054,01,COMPLET,Tiré,SARE SANKOULE,,ménage et individus complet
1022010300440001106,2025T1,SP0108,102201030044,00011,06,COMPLET,Tiré,CHARAP,,ménage et individus complet
1022030200080002201,2025T1,SP0108,102203020008,00022,01,COMPLET,Remplaçant,FOULAMORY DEMBA,,ménage et individus complet
1022010300440002803,2025T1,SP0108,102201030044,00028,03,COMPLET,Tiré,CHARAP,,ménage et individus complet
1022030300010000801,2025T1,SP0108,102203030001,00008,01,COMPLET,Tiré,HAMDALLAYE ALMAMY,,ménage et individus complet
1021010000170002101,2025T1,SP0108,102101000017,00021,01,COMPLET,Tiré,SINTHIANG HOULATA,,ménage et individus complet
1021010000170008703,2025T1,SP0108,102101000017,00087,03,COMPLET,Tiré,SINTHIANG HOULATA,,ménage et individus complet
1022030300010006301,2025T1,SP0108,102203030001,00063,01,COMPLET,Tiré,SARE SANKOULE,,ménage et individus complet
1022030200080008601,2025T1,SP0108,102203020008,00086,01,COMPLET,Tiré,WAKILARE SAWADI,,ménage et individus complet
